halo_id,mass,reff,mvir,rvir,B_s_diff,C_s_diff,T_s_diff,B_d_diff,C_d_diff,T_d_diff
1,8.892394536160188,3.9007124554173287,73485128914.68326,86.34447463264632,0.16718160087617573,0.04318940518191858,0.22340811159281315,0.11690046301678736,0.022715237911147046,0.2406936559529766
2,8.196694939492012,3.4807977120389433,34037930898.595364,66.59474551494179,0.012282329170533846,0.07987737518235843,0.04008298750820066,0.008810287604689826,0.03267912978133375,0.03010160947195073
3,7.5911884875420235,1.2145850683826873,23054439837.12325,58.38093445142581,0.01739950869535245,0.20557347558867,0.037731460925619686,0.005709661872392302,0.15363387411192608,0.05580986931867546
4,7.777155223753273,1.9160380820369598,15717268497.628607,51.67129347321179,0.21499920024739505,0.039952918597424,0.2989104124979735,0.0806959193392629,0.09046055124405883,0.29750851921945776
5,7.122021075222845,0.5024215107279104,9275415449.424726,42.80625475865157,0.07109288698767746,0.15122662065457915,0.056891868525374645,0.19485327487710458,0.22680221380545063,0.15669560844976893
6,6.744346499666471,0.3970200239014223,8187881911.863371,40.86079680822207,0.111942054636473,0.13922207804835174,0.04226552422243046,0.1003281872701296,0.03578285010076809,0.1302555075187367
7,7.212801600727923,0.6450959533276773,7766430137.767146,40.22680643769635,0.22736662685516085,0.2548974863538289,0.3616491969072979,0.0141934982786045,0.020238889892328582,0.03158402688947021
8,7.239475528345716,0.9112540828606817,7253821481.709507,40.17546439979998,0.22296406464730756,0.21962626857052892,0.15252182354643817,0.09066985968120811,0.07921647941940047,0.06533133345559783
14,6.167620161345064,0.3551348307647755,3609215950.6646757,30.929001619127924,0.017283245081188614,0.12172676435417895,0.10807653588134167,0.010913119546645977,0.05391430101062833,0.013225744372341808
