# Title: Galaxy Shape Parameters and Properties
# Authors: Blake Keith
# Table: Galaxy Simulation Data
#
# Column information:
# 1. SimName (char): Simulation name
# 2. HaloID (int): Halo identification number
# 3. HaloType (char): Halo type ('o' for central, 'v' for satellite)
# 4. B_s (float): Axis ratio B/A for stellar matter [unitless]
# 5. C_s (float): Axis ratio C/A for stellar matter [unitless]
# 6. T_s (float): Triaxiality parameter for stellar matter [unitless]
# 7. B_d (float): Axis ratio B/A for dark matter [unitless]
# 8. C_d (float): Axis ratio C/A for dark matter [unitless]
# 9. T_d (float): Triaxiality parameter for dark matter [unitless]
# 10. StellarMass (float): Log10 of stellar mass [log(Msun)]
# 11. HaloMass (float): Virial mass of the halo [Msun]
# 12. Reff (float): Effective radius [kpc]
# 13. ReffMulti (int): The multiplier at which measurements are taken
# 14. Jz_Jcirc (float): Ratio of z-component of angular momentum to circular angular momentum, averaged over all particles in the halo [unitless]
# 15. TDyn (float): Dynamical time at virial radius [Gyr]
r489	1	o	0.730167	0.313511	0.517745	0.828123	0.603184	0.493912	8.899889	6.557042e+10	1.708819	1	0.073717	0.045984
r492	1	o	0.701719	0.212256	0.531538	0.858890	0.568930	0.387847	9.074479	7.289577e+10	4.087225	1	0.298924	0.161329
r502	1	o	0.740057	0.410461	0.543962	0.882605	0.695498	0.428078	9.152383	7.140404e+10	1.103850	1	0.013975	0.022878
r515	1	o	0.791446	0.194016	0.388227	0.840825	0.502673	0.392086	9.041932	7.803121e+10	4.761724	1	348.821459	0.196080
r523	1	o	0.848658	0.294966	0.306442	0.886680	0.588971	0.327353	8.727250	5.847184e+10	2.797581	1	0.342906	0.102005
r544	1	o	0.889349	0.219276	0.219619	0.928256	0.587794	0.211370	8.897077	6.489414e+10	2.881652	1	0.325827	0.101223
r552	1	o	0.791760	0.288935	0.407102	0.895811	0.564203	0.289760	8.581151	4.938257e+10	2.229380	1	0.099294	0.078961
r555	1	o	0.524614	0.451578	0.910440	0.709596	0.626262	0.816843	8.940206	5.502352e+10	1.160941	1	0.004955	0.028110
r556	1	o	0.615311	0.470488	0.798046	0.810307	0.728082	0.730804	9.036327	5.347690e+10	1.272411	1	0.025483	0.032717
r563	1	o	0.416748	0.275380	0.894127	0.641378	0.526470	0.814348	8.608319	4.864972e+10	1.170011	1	0.058932	0.030246
r568	1	o	0.586061	0.225306	0.691642	0.881340	0.530353	0.310605	9.285804	6.400976e+10	2.647754	1	19.519660	0.089766
r569	1	o	0.702931	0.211520	0.529581	0.886916	0.537034	0.299861	8.677846	5.096602e+10	3.004071	1	0.180951	0.121575
r571	1	o	0.919974	0.240954	0.163119	0.964565	0.621233	0.113364	8.643597	5.981995e+10	3.337209	1	0.279636	0.131393
r597	1	o	0.848763	0.248956	0.298076	0.918743	0.585972	0.237440	8.738644	5.314982e+10	2.524201	1	0.322421	0.091697
r613	1	o	0.905212	0.282304	0.196230	0.954947	0.590194	0.135154	8.739247	5.555640e+10	1.962971	1	0.271709	0.061507
