# Title: Galaxy Shape Parameters and Properties
# Authors: [Your Name]
# Table: Galaxy Simulation Data
# Description: This table contains shape parameters and properties of galaxies from cosmological simulations.
#
# Column information:
# 1. SimName (char): Simulation name
# 2. HaloID (int): Halo identification number
# 3. HaloType (char): Halo type ('o' for central, 'v' for satellite)
# 4. B_s (float): Axis ratio B/A for stellar matter [unitless]
# 5. C_s (float): Axis ratio C/A for stellar matter [unitless]
# 6. T_s (float): Triaxiality parameter for stellar matter [unitless]
# 7. B_d (float): Axis ratio B/A for dark matter [unitless]
# 8. C_d (float): Axis ratio C/A for dark matter [unitless]
# 9. T_d (float): Triaxiality parameter for dark matter [unitless]
# 10. StellarMass (float): Log10 of stellar mass [log(Msun)]
# 11. HaloMass (float): Virial mass of the halo [Msun]
# 12. Reff (float): Effective radius [kpc]
# 13. ReffMulti (int): The multiplier at which measurements are taken
# 14. Jz_Jcirc (float): Ratio of z-component of angular momentum to circular angular momentum, averaged over all particles in the halo [unitless]
# 15. TDyn (float): Dynamical time at virial radius [Gyr]
# 16. AbsAngle (float): Absolute angle between dark matter and stellar matter [degrees]
# 17. AxisA_Angle (float): Angle difference for axis A [degrees]
# 18. AxisB_Angle (float): Angle difference for axis B [degrees]
# 19. AxisC_Angle (float): Angle difference for axis C [degrees]
r489	1	o	0.942452	0.331555	0.125591	0.846732	0.570758	0.419802	8.899889	6.557042e+10	3.417637	2	0.073717	0.130064	46.748139	46.760768	47.032194	4.983265
r492	1	o	0.922582	0.181507	0.153912	0.936631	0.547757	0.175328	9.074479	7.289577e+10	8.174450	2	0.298924	0.456308	32.259049	32.257505	32.257248	0.452286
r502	1	o	0.892509	0.457594	0.257305	0.895409	0.679278	0.368085	9.152383	7.140404e+10	2.207700	2	0.013975	0.064710	8.977652	9.135825	13.433549	10.115348
r515	1	o	0.861319	0.147574	0.263877	0.841305	0.436048	0.360810	9.041932	7.803121e+10	9.523448	2	348.821459	0.554598	27.905820	27.905796	27.902205	0.441845
r523	1	o	0.809799	0.215798	0.361039	0.970045	0.577446	0.088533	8.727250	5.847184e+10	5.595163	2	0.342906	0.288514	8.176666	8.170790	8.073658	1.328206
r544	1	o	0.834500	0.225157	0.319824	0.944049	0.595857	0.168651	8.897077	6.489414e+10	5.763304	2	0.325827	0.286303	1.244813	42.044895	42.062543	1.320803
r552	1	o	0.922879	0.247369	0.157960	0.893320	0.534386	0.282714	8.581151	4.938257e+10	4.458759	2	0.099294	0.223334	67.667687	67.666470	67.667517	0.383363
r555	1	o	0.533156	0.483579	0.934208	0.697319	0.576559	0.769565	8.940206	5.502352e+10	2.321882	2	0.004955	0.079507	0.174114	2.387183	3.710489	4.405640
r556	1	o	0.695803	0.497947	0.685936	0.822672	0.710708	0.653091	9.036327	5.347690e+10	2.544823	2	0.025483	0.092539	6.007222	14.735077	15.062979	9.052001
r563	1	o	0.591063	0.335417	0.733124	0.676799	0.530790	0.754519	8.608319	4.864972e+10	2.340021	2	0.058932	0.085548	5.270292	2.892588	5.187205	4.502134
r568	1	o	0.880343	0.192347	0.233640	0.942497	0.502013	0.149335	9.285804	6.400976e+10	5.295507	2	19.519660	0.253898	15.896057	15.836357	15.893490	1.396759
r569	1	o	0.912474	0.300957	0.184063	0.933586	0.643919	0.219378	8.677846	5.096602e+10	6.008141	2	0.180951	0.343867	20.953458	20.849852	20.884535	2.656472
r571	1	o	0.882652	0.208908	0.231007	0.971447	0.567282	0.083002	8.643597	5.981995e+10	6.674418	2	0.279636	0.371636	35.686057	35.686036	35.665224	1.180581
r597	1	o	0.907535	0.234678	0.186659	0.936890	0.549628	0.175147	8.738644	5.314982e+10	5.048403	2	0.322421	0.259359	5.203178	5.097768	5.028989	1.692494
r613	1	o	0.911537	0.246297	0.180022	0.968153	0.544935	0.089156	8.739247	5.555640e+10	3.925942	2	0.271709	0.173968	17.264941	17.326721	17.265393	1.456095
